ID,Category,Sub Category,State Standard
S.CP.7,Conditional Probability And The Rules Of Probability,Use The Rules Of Probability To Compute Probabilities Of Compound Events In A Uniform Probability Model,"Apply the Addition Rule, P(A or B) = P(A) + P(B) Ð P(A and B), and interpret the answer in terms of the model."
S.CP.8,Conditional Probability And The Rules Of Probability,Use The Rules Of Probability To Compute Probabilities Of Compound Events In A Uniform Probability Model,"(+) Apply the general Multiplication Rule in a uniform probability model, P(A and B) = P(A)P(B|A) = P(B)P(A|B), and interpret the answer in terms of the model."
S.CP.9,Conditional Probability And The Rules Of Probability,Use The Rules Of Probability To Compute Probabilities Of Compound Events In A Uniform Probability Model,(+) Use permutations and combinations to compute probabilities of compound events and solve problems.
S.MD.1,Using Probability To Make Decisions,Calculate Expected Values And Use Them To Solve Problems,(+) Define a random variable for a quantity of interest by assigning a numerical value to each event in a sample space; graph the corresponding probability distribution using the same graphical displays as for data distributions.
S.MD.2,Using Probability To Make Decisions,Calculate Expected Values And Use Them To Solve Problems,(+) Calculate the expected value of a random variable; interpret it as the mean of the probability distribution.
S.MD.3,Using Probability To Make Decisions,Calculate Expected Values And Use Them To Solve Problems,"(+) Develop a probability distribution for a random variable defined for a sample space in which theoretical probabilities can be calculated; find the expected value. For example, find the theoretical probability distribution for the number of correct answers obtained by guessing on"
S.MD.4,Using Probability To Make Decisions,"All Five Questions Of A Multiple-Choice Test Where Each Question Has Four Choices, And Find The Expected Grade Under Various Grading Schemes.","(+) Develop a probability distribution for a random variable defined for a sample space in which probabilities are assigned empirically; find the expected value. For example, find a current data distribution on the number of TV sets per household in the United States, and calculate the expected number of sets per household. How many TV sets would you expect to find in 100 randomly selected households?"
S.MD.5,Using Probability To Make Decisions,Use Probability To Evaluate Outcomes Of Decisions,(+) Weigh the possible outcomes of a decision by assigning probabilities to payoff values and finding expected values.
S.MD.5.a,Using Probability To Make Decisions,Use Probability To Evaluate Outcomes Of Decisions,"Find the expected payoff for a game of chance. For example, find the expected winnings from a state lottery ticket or a game at a fast- food restaurant."
S.MD.5.b,Using Probability To Make Decisions,Use Probability To Evaluate Outcomes Of Decisions,"Evaluate and compare strategies on the basis of expected values. For example, compare a high-deductible versus a low-deductible automobile insurance policy using various, but reasonable, chances of having a minor or a major accident."
S.MD.6,Using Probability To Make Decisions,Use Probability To Evaluate Outcomes Of Decisions,"(+) Use probabilities to make fair decisions (e.g., drawing by lots, using a random number generator)."
S.MD.7,Using Probability To Make Decisions,Use Probability To Evaluate Outcomes Of Decisions,"(+) Analyze decisions and strategies using probability concepts (e.g., product testing, medical testing, pulling a hockey goalie at the end of a game)."
,,,
© Copyright 2010. National Governors Association Center for Best Practices and Council of Chief State School Officers. All rights reserved.,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
