ID,Category,Sub Category,State Standard
3.W.4,Writing,Production and Distribution of Writing,"With guidance and support from adults, produce writing in which the development and organization are appropriate to task and purpose. (Grade-specific expectations for writing types are defined in standards 1�3 above.)"
3.W.5,Writing,Production and Distribution of Writing,"With guidance and support from peers and adults, develop and strengthen writing as needed by planning, revising, and editing."
3.W.6,Writing,Production and Distribution of Writing,"With guidance and support from adults, use technology to produce and publish writing (using keyboarding skills) as well as to interact and collaborate with others."
3.W.7,Writing,Research to Build and Present Knowledge,Conduct short research projects that build knowledge about a topic.
3.W.8,Writing,Research to Build and Present Knowledge,Recall information from experiences or gather information from print and digital sources; take brief notes on sources and sort evidence into provided categories.
3.W.9,Writing,Research to Build and Present Knowledge,(Begins in grade 4)
3.W.10,Writing,Range of Writing,"Write routinely over extended time frames (time for research, reflection, and revision) and shorter time frames (a single sitting or a day or two) for a range of discipline-specific tasks, purposes, and audiences."
4.W.1,Writing,Text Types and Purposes,"Write opinion pieces on topics or texts, supporting a point of view with reasons and information."
4.W.1.a,Writing,Text Types and Purposes,"Introduce a topic or text clearly, state an opinion, and create an organizational structure in which related ideas are grouped to support the writer�s purpose."
4.W.1.b,Writing,Text Types and Purposes,Provide reasons that are supported by facts and details.
4.W.1.c,Writing,Text Types and Purposes,"Link opinion and reasons using words and phrases (e.g., for instance, in order to, in addition)."
4.W.1.d,Writing,Text Types and Purposes,Provide a concluding statement or section related to the opinion presented.
4.W.2,Writing,Text Types and Purposes,Write informative/explanatory texts to examine a topic and convey ideas and information clearly.
4.W.2.a,Writing,Text Types and Purposes,"Introduce a topic clearly and group related information in paragraphs and sections; include formatting (e.g., headings), illustrations, and multimedia when useful to aiding comprehension."
4.W.2.b,Writing,Text Types and Purposes,"Develop the topic with facts, definitions, concrete details, quotations, or other information and examples related to the topic."
4.W.2.c,Writing,Text Types and Purposes,"Link ideas within categories of information using words and phrases (e.g., another, for example, also, because)."
4.W.2.d,Writing,Text Types and Purposes,d.Use precise language and domain-specific vocabulary to inform about or explain the topic.
4.W.2.e,Writing,Text Types and Purposes,Provide a concluding statement or section related to the information or explanation presented.
4.W.3,Writing,Text Types and Purposes,"Write narratives to develop real or imagined experiences or events using effective technique, descriptive details, and clear event sequences."
4.W.3.a,Writing,Text Types and Purposes,Orient the reader by establishing a situation and introducing a narrator and/or characters; organize an event sequence that unfolds naturally.
4.W.3.b,Writing,Text Types and Purposes,Use dialogue and description to develop experiences and events or show the responses of characters to situations.
4.W.3.c,Writing,Text Types and Purposes,Use a variety of transitional words and phrases to manage the sequence of events.
4.W.3.d,Writing,Text Types and Purposes,Use concrete words and phrases and sensory details to convey experiences and events precisely.
4.W.3.e,Writing,Text Types and Purposes,Provide a conclusion that follows from the narrated experiences or events.
4.W.4,Writing,Production and Distribution of Writing,"Produce clear and coherent writing in which the development and organization are appropriate to task, purpose, and audience. (Grade-specific expectations for writing types are defined in standards 1�3 above.)"
4.W.5,Writing,Production and Distribution of Writing,"With guidance and support from peers and adults, develop and strengthen writing as needed by planning, revising, and editing."
4.W.6,Writing,Production and Distribution of Writing,"With some guidance and support from adults, use technology, including the Internet, to produce and publish writing as well as to interact and collaborate with others; demonstrate sufficient command of keyboarding skills to type a minimum of one page in a single sitting."
4.W.7,Writing,Research to Build and Present Knowledge,Conduct short research projects that build knowledge through investigation of different aspects of a topic.
4.W.8,Writing,Research to Build and Present Knowledge,"Recall relevant information from experiences or gather relevant information from print and digital sources; take notes and categorize information, and provide a list of sources."
4.W.9,Writing,Research to Build and Present Knowledge,"Draw evidence from literary or informational texts to support analysis, reflection, and research."
4.W.9.a,Writing,Research to Build and Present Knowledge,"Apply grade 4 Reading standards to literature (e.g., �Describe in depth a character, setting, or event in a story or drama, drawing on specific details in the text [e.g., a character�s thoughts, words, or actions].�)."
4.W.9.b,Writing,Research to Build and Present Knowledge,"Apply grade 4 Reading standards to informational texts (e.g., �Explain how an author uses reasons and evidence to support particular points in a text�)."
4.W.10,Writing,Range of Writing,"Write routinely over extended time frames (time for research, reflection, and revision) and shorter time frames (a single sitting or a day or two) for a range of discipline-specific tasks, purposes, and audiences."
5.W.1,Writing,Text Types and Purposes,"Write opinion pieces on topics or texts, supporting a point of view with reasons and information."
5.W.1.a,Writing,Text Types and Purposes,"Introduce a topic or text clearly, state an opinion, and create an organizational structure in which ideas are logically grouped to support the writer�s purpose."
5.W.1.b,Writing,Text Types and Purposes,Provide logically ordered reasons that are supported by facts and details.
